arxiv_id,updated_date,published_date,title,summary,authors,comment,categories,pages,figures,num_of_authors,title_length,year_of_publish,month_of_publish,date_of_publish
1009.5345v1,2010-09-27T18:16:39Z,2010-09-27T18:16:39Z,"Reply to ""Comment on `Quantum linear Boltzmann equation with finite
  intercollision time' ''","  Hornberger and Vacchini [Phys. Rev. A82, 036101 (2010); arxiv:0907.3018]
claim that the specific collisional momentum decoherence, pointed out in my
recent work [Phys. Rev. A80, 064104 (2009); arXiv:0905.3908], is already
described by their theory. However, I have performed a calculation whereby I
disprove the authors' claim and refute their conclusion that my recent work had
no advantage over theirs.
",['L. Diosi'],2pp,['quant-ph'],,,1,13,2010,9,27
1003.2129v2,2010-09-02T21:37:18Z,2010-03-10T15:39:35Z,"Long-Time Behavior of Macroscopic Quantum Systems: Commentary
  Accompanying the English Translation of John von Neumann's 1929 Article on
  the Quantum Ergodic Theorem","  The renewed interest in the foundations of quantum statistical mechanics in
recent years has led us to study John von Neumann's 1929 article on the quantum
ergodic theorem. We have found this almost forgotten article, which until now
has been available only in German, to be a treasure chest, and to be much
misunderstood. In it, von Neumann studied the long-time behavior of macroscopic
quantum systems. While one of the two theorems announced in his title, the one
he calls the ""quantum H-theorem"", is actually a much weaker statement than
Boltzmann's classical H-theorem, the other theorem, which he calls the ""quantum
ergodic theorem"", is a beautiful and very non-trivial result. It expresses a
fact we call ""normal typicality"" and can be summarized as follows: For a
""typical"" finite family of commuting macroscopic observables, every initial
wave function $\psi_0$ from a micro-canonical energy shell so evolves that for
most times $t$ in the long run, the joint probability distribution of these
observables obtained from $\psi_t$ is close to their micro-canonical
distribution.
","['Sheldon Goldstein', 'Joel L. Lebowitz', 'Roderich Tumulka', 'Nino Zanghi']","34 pages LaTeX, no figures; v2: minor improvements and additions. The
  English translation of von Neumann's article is available as arXiv:1003.2133","['quant-ph', 'cond-mat.stat-mech']",34.0,,4,22,2010,3,10
1003.5044v2,2010-03-29T13:50:12Z,2010-03-26T06:19:00Z,Are quantum measurements on macroscopic bodies feasible?,"  The possibility to test quantum measurement theories is discussed in the more
phenomenological framework of the quantum nondemolition theory. A simple test
of the hypothesis of the state vector collapse is proposed by looking for
deviations from the Boltzmann distribution of the energy associated to only one
complex amplitude of a macroscopic harmonic oscillator.
",['Roberto Onofrio'],,"['quant-ph', 'cond-mat.mes-hall']",,,1,7,2010,3,26
quant-ph/0112156v6,2010-02-19T04:44:47Z,2001-12-25T09:41:59Z,Quantum Theory for the Binomial Model in Finance Thoery,"  In this paper, a quantum model for the binomial market in finance is
proposed. We show that its risk-neutral world exhibits an intriguing structure
as a disk in the unit ball of ${\bf R}^3,$ whose radius is a function of the
risk-free interest rate with two thresholds which prevent arbitrage
opportunities from this quantum market. Furthermore, from the quantum
mechanical point of view we re-deduce the Cox-Ross-Rubinstein binomial option
pricing formula by considering Maxwell-Boltzmann statistics of the system of
$N$ distinguishable particles.
",['Zeqian Chen'],"Latex, 8 pages,1 figure, revised version,submitted",['quant-ph'],,,1,9,2001,12,25
0904.3911v3,2009-07-27T14:38:40Z,2009-04-24T17:31:10Z,Quantum linear Boltzmann equation,"  We review the quantum version of the linear Boltzmann equation, which
describes in a non-perturbative fashion, by means of scattering theory, how the
quantum motion of a single test particle is affected by collisions with an
ideal background gas. A heuristic derivation of this Lindblad master equation
is presented, based on the requirement of translation-covariance and on the
relation to the classical linear Boltzmann equation. After analyzing its
general symmetry properties and the associated relaxation dynamics, we discuss
a quantum Monte Carlo method for its numerical solution. We then review
important limiting forms of the quantum linear Boltzmann equation, such as the
case of quantum Brownian motion and pure collisional decoherence, as well as
the application to matter wave optics. Finally, we point to the incorporation
of quantum degeneracies and self-interactions in the gas by relating the
equation to the dynamic structure factor of the ambient medium, and we provide
an extension of the equation to include internal degrees of freedom.
","['Bassano Vacchini', 'Klaus Hornberger']","63 pages, 6 figures; v3:corresponds to published version","['quant-ph', 'cond-mat.stat-mech', 'math-ph', 'math.MP']",63.0,6.0,2,4,2009,4,24
0901.1453v3,2009-07-10T03:09:18Z,2009-01-11T16:00:56Z,Dynamical evolution of quantum oscillators towards equilibrium,"  A pure quantum state of large number N of oscillators, interacting via
harmonic coupling, evolves such that any small subsystem n<<N of the global
state approaches equilibrium. This provides a novel example where equilibration
emerges as a natural phenomena under quantum dynamics alone, with no necessity
to bring in any additional statistical postulates. Mixedness of equilibrated
subsystems consisting of 1, 2, ....., n<<N clearly indicates that small
subsystems are entangled with the rest of the state i.e., the bath. Every
single mode oscillator is found to relax in a mixed density matrix of the
Boltzmann canonical form. In two oscillator equilibrated subsystems,
intra-entanglement within the `system' oscillators is found to exist when the
magnitude of the squeezing parameter of the bath is comparable in magnitude
with that of the coupling strength.
","['A R Usha Devi', 'A K Rajagopal']","5 pages, no figures, minor revision, to appear in Physical Review E",['quant-ph'],5.0,,2,7,2009,1,11
0905.3908v1,2009-05-25T01:24:38Z,2009-05-25T01:24:38Z,Quantum linear Boltzmann equation with finite intercollision time,"  Inconsistencies are pointed out in the usual quantum versions of the
classical linear Boltzmann equation constructed for a quantized test particle
in a gas. These are related to the incorrect formal treatment of momentum
decoherence. We prove that ideal collisions would result in complete momentum
decoherence, the persistence of coherence is only due to the finite
intercollision time. A corresponding novel quantum linear Boltzmann equation is
proposed.
",['Lajos Diosi'],5pp,['quant-ph'],,,1,8,2009,5,25
0903.0626v1,2009-03-03T21:25:52Z,2009-03-03T21:25:52Z,"Typical state of an isolated quantum system with fixed energy and
  unrestricted participation of eigenstates","  This work describes the statistics for the occupation numbers of quantum
levels in a large isolated quantum system, where all possible superpositions of
eigenstates are allowed, provided all these superpositions have the same fixed
energy. Such a condition is not equivalent to the conventional micro-canonical
condition, because the latter limits the participating eigenstates to a very
narrow energy window. The statistics is obtained analytically for both the
entire system and its small subsystem. In a significant departure from the
Boltzmann-Gibbs statistics, the average occupation numbers of quantum states
exhibit in the present case weak algebraic dependence on energy. In the
macroscopic limit, this dependence is routinely accompanied by the condensation
into the lowest energy quantum state. This work contains initial numerical
tests of the above statistics for finite systems, and also reports the
following numerical finding: When the basis states of large but finite random
matrix Hamiltonians are expanded in terms of eigenstates, the participation of
eigenstates in such an expansion obeys the newly obtained statistics. The above
statistics might be observable in small quantum systems, but for the
macroscopic systems, it rather reenforces doubts about self-sufficiency of
non-relativistic quantum mechanics for justifying the Boltzmann-Gibbs
equilibrium.
",['Boris V. Fine'],"20 pages, 3 figures","['cond-mat.stat-mech', 'nlin.CD', 'quant-ph']",20.0,3.0,1,15,2009,3,3
0807.5072v2,2008-11-11T16:00:44Z,2008-07-31T14:19:05Z,"Not to normal order - Notes on the kinetic limit for weakly interacting
  quantum fluids","  The derivation of the Nordheim-Boltzmann transport equation for weakly
interacting quantum fluids is a longstanding problem in mathematical physics.
Inspired by the method developed to handle classical dilute gases, a
conventional approach is the use of the BBGKY hierarchy for the time-dependent
reduced density matrices. In contrast, our contribution is motivated by the
kinetic theory of the weakly nonlinear Schrodinger equation. The main
observation is that the results obtained in the latter context carry over
directly to weakly interacting quantum fluids provided one does not insist on
normal order in the Duhamel expansion. We discuss the term by term convergence
of the expansion and the equilibrium time correlation <a(t)* a(0)>.
","['Jani Lukkarinen', 'Herbert Spohn']","43 pages, corrected typos, updated assumptions in sec. 7","['math-ph', 'math.MP', 'quant-ph', '82C10; 82C40']",43.0,,2,15,2008,7,31
cond-mat/0612032v3,2008-07-10T10:01:40Z,2006-12-01T14:13:53Z,"Nonadditive entropy reconciles the area law in quantum systems with
  classical thermodynamics","  The Boltzmann-Gibbs-von Neumann entropy of a large part (of linear size L) of
some (much larger) d-dimensional quantum systems follows the so-called area law
(as for black holes), i.e., it is proportional to $L^{d-1}$. Here we show, for
d=1,2, that the (nonadditive) entropy S_q satisfies, for a special value of $q
\neq 1$, the classical thermodynamical prescription for the entropy to be
extensive, i.e., $S_q \propto L^d$. Therefore, we reconcile with classical
thermodynamics the area law widespread in quantum systems. Recently, a similar
behavior was exhibited, by M. Gell-Mann, Y. Sato and one of us (C.T.), in
mathematical models with scale-invariant correlations. Finally, we find that
the system critical features are marked by a maximum of the special entropic
index q.
","['Filippo Caruso', 'Constantino Tsallis']","6 pages, 6 figures. New version accepted for publication on PRE
  (2008)","['cond-mat.stat-mech', 'quant-ph']",6.0,6.0,2,12,2006,12,1
0806.1947v1,2008-06-11T19:47:29Z,2008-06-11T19:47:29Z,"On a heuristic point of view related to quantum nonequilibrium
  statistical mechanics","  In this paper I propose a new way for counting the microstates of a system
out of equilibrium. As, according to quantum mechanics, things happen as if a
given particle can be found in more than one state at once, I extend this
concept to propose the coherent access by a particle to the available states of
a system. By coherent access I mean the possibility for the particle to act as
if it is populating more than one microstate at once. This hypothesis has
experimental implications, since the thermodynamical probability and, as a
consequence, the Bose-Einstein distribution as well as the argument of the
Boltzmann factor is modified.
",['Norton G. de Almeida'],5 pages,['quant-ph'],5.0,,1,12,2008,6,11
0711.3109v2,2008-02-21T19:17:40Z,2007-11-20T10:42:54Z,Monitoring derivation of the quantum linear Boltzmann equation,"  We show how the effective equation of motion for a distinguished quantum
particle in an ideal gas environment can be obtained by means of the monitoring
approach introduced in [EPL 77, 50007 (2007)]. The resulting Lindblad master
equation accounts for the quantum effects of the scattering dynamics in a
non-perturbative fashion and it describes decoherence and dissipation in a
unified framework. It incorporates various established equations as limiting
cases and reduces to the classical linear Boltzmann equation once the state is
diagonal in momentum.
","['Klaus Hornberger', 'Bassano Vacchini']","published version, 20 pages, 2 figures; now in fancy two-column
  format","['quant-ph', 'math-ph', 'math.MP']",20.0,2.0,2,8,2007,11,20
0707.2539v1,2007-07-17T15:15:12Z,2007-07-17T15:15:12Z,"Three-dimensional Monte Carlo simulations of the quantum linear
  Boltzmann equation","  Recently the general form of a translation-covariant quantum Boltzmann
equation has been derived which describes the dynamics of a tracer particle in
a quantum gas. We develop a stochastic wave function algorithm that enables
full three-dimensional Monte Carlo simulations of this equation. The simulation
method is used to study the approach to equilibrium for various scattering
cross sections and to determine dynamical deviations from Gaussian statistics
through an investigation of higher-order cumulants. Moreover, we examine the
loss of coherence of superpositions of momentum eigenstates and determine the
corresponding decoherence time scales to quantify the transition from quantum
to classical behavior of the state of the test particle.
","['Heinz-Peter Breuer', 'Bassano Vacchini']","11 pages, revtex, 11 figures","['quant-ph', 'cond-mat.stat-mech']",11.0,11.0,2,10,2007,7,17
0707.0603v1,2007-07-04T13:08:52Z,2007-07-04T13:08:52Z,"Covariant Mappings for the Description of Measurement, Dissipation and
  Decoherence in Quantum Mechanics","  The general formalism of quantum mechanics for the description of statistical
experiments is briefly reviewed, introducing in particular position and
momentum observables as POVM characterized by their covariance properties with
respect to the isochronous Galilei group. Mappings describing state
transformations both as a consequence of measurement and of dynamical evolution
for a closed or open system are considered with respect to the general
constraints they have to obey and their covariance properties with respect to
symmetry groups. In particular different master equations are analyzed in view
of the related symmetry group, recalling the general structure of mappings
covariant under the same group. This is done for damped harmonic oscillator,
two-level system and quantum Brownian motion. Special attention is devoted to
the general structure of translation-covariant master equations. Within this
framework a recently obtained quantum counterpart of the classical linear
Boltzmann equation is considered, as well as a general theoretical framework
for the description of different decoherence experiments, pointing to a
connection between different possible behaviours in the description of
decoherence and the characteristic functions of classical L\'evy processes.
",['Bassano Vacchini'],"Comments: 38 pages, to appear in Lecture Notes in Physics,
  Springer-Verlag",['quant-ph'],38.0,,1,13,2007,7,4
0706.4433v1,2007-06-29T14:58:47Z,2007-06-29T14:58:47Z,Relaxation dynamics of a quantum Brownian particle in an ideal gas,"  We show how the quantum analog of the Fokker-Planck equation for describing
Brownian motion can be obtained as the diffusive limit of the quantum linear
Boltzmann equation. The latter describes the quantum dynamics of a tracer
particle in a dilute, ideal gas by means of a translation-covariant master
equation. We discuss the type of approximations required to obtain the
generalized form of the Caldeira-Leggett master equation, along with their
physical justification. Microscopic expressions for the diffusion and
relaxation coefficients are obtained by analyzing the limiting form of the
equation in both the Schroedinger and the Heisenberg picture.
","['Bassano Vacchini', 'Klaus Hornberger']",15 pages; to appear in Eur. Phys. J. Special Topics (2007),['quant-ph'],15.0,,2,11,2007,6,29
cond-mat/0701773v1,2007-01-31T11:01:39Z,2007-01-31T11:01:39Z,Wigner-Kirkwood expansion for semi-infinite quantum fluids,"  For infinite (bulk) quantum fluids of particles interacting via pairwise
sufficiently smooth interactions, the Wigner-Kirkwood formalism provides a
semiclassical expansion of the Boltzmann density in configuration space in even
powers of the thermal de Broglie wavelength $\lambda$. This result permits one
to generate an analogous $\lambda$-expansion for the bulk free energy and
many-body densities. The present paper brings a technically nontrivial
generalization of the Wigner-Kirkwood technique to semi-infinite quantum
fluids, constrained by a plane hard wall impenetrable to particles. In contrast
to the bulk case, the resulting Boltzmann density involves also
position-dependent terms of type $\exp(-2x^2/\lambda^2)$ ($x$ denotes the
distance from the wall boundary) which are non-analytic in $\lambda$. Under
some condition, the analyticity in $\lambda$ is restored by integrating the
Boltzmann density over configuration space; however, in contrast to the bulk
free energy, the semiclassical expansion of the surface part of the free energy
(surface tension) contains odd powers of $\lambda$, too. Explicit expressions
for the leading quantum corrections in the presence of the boundary are given
for the one-body and two-body densities. As model systems for explicit
calculations, we use Coulomb fluids, in particular the one-component plasma
defined in the $\nu$-dimensional (integer $\nu\ge 2$) space.
","['L. Samaj', 'B. Jancovici']","19 pages, to appear in J. Stat. Mech","['cond-mat.stat-mech', 'quant-ph']",19.0,,2,6,2007,1,31
quant-ph/0701060v1,2007-01-11T13:11:44Z,2007-01-11T13:11:44Z,Quantum time of flight distribution for cold trapped atoms,"  The time of flight distribution for a cloud of cold atoms falling freely
under gravity is considered. We generalise the probability current density
approach to calculate the quantum arrival time distribution for the mixed state
describing the Maxwell-Boltzmann distribution of velocities for the falling
atoms. We find an empirically testable difference between the time of flight
distribution calculated using the quantum probability current and that obtained
from a purely classical treatment which is usually employed in analysing time
of flight measurements. The classical time of flight distribution matches with
the quantum distribution in the large mass and high temperature limits.
","['Md. Manirul Ali', 'Dipankar Home', 'A. S. Majumdar', 'Alok K. Pan']","6 pages, RevTex, 4 eps figures",['quant-ph'],6.0,,4,9,2007,1,11
quant-ph/0607085v2,2006-09-05T20:00:26Z,2006-07-13T20:01:16Z,Master equation for a quantum particle in a gas,"  The equation for the quantum motion of a Brownian particle in a gaseous
environment is derived by means of S-matrix theory. This quantum version of the
linear Boltzmann equation accounts non-perturbatively for the quantum effects
of the scattering dynamics and describes decoherence and dissipation in a
unified framework. As a completely positive master equation it incorporates
both the known equation for an infinitely massive Brownian particle and the
classical linear Boltzmann equation as limiting cases.
",['Klaus Hornberger'],5 pages; published version,['quant-ph'],5.0,,1,9,2006,7,13
cond-mat/0608420v1,2006-08-18T10:54:59Z,2006-08-18T10:54:59Z,Quantum annealing of an Ising spin-glass by Green's function Monte Carlo,"  We present an implementation of Quantum Annealing (QA) via lattice Green's
function Monte Carlo (GFMC), focusing on its application to the Ising
spin-glass in transverse field. In particular, we study whether or not such
method is more effective than the Path-Integral Monte Carlo (PIMC) based QA, as
well as classical simulated annealing (CA), previously tested on the same
optimization problem. We identify the issue of importance sampling, i.e., the
necessity of possessing reasonably good (variational) trial wavefunctions, as
the key point of the algorithm. We have considered two possible classes of
trial wavefunctions, a mean-field single-site one -- whose optimization is
however a very difficult task -- and a Boltzmann-like choice. We performed
GFMC-QA runs using such a Boltzmann-like trial wavefunction, finding results
for the residual energies that are qualitatively similar to those of CA (but at
a much larger computational cost), and definitely worse than PIMC-QA. We
conclude that, at present, without a serious effort in constructing reliable
importance sampling variational wavefunctions for a quantum glass, GFMC-QA is
not a true competitor of PIMC-QA.
","['Lorenzo Stella', 'Giuseppe E. Santoro']","9 pages, 4 figures, REVTex 4","['cond-mat.dis-nn', 'quant-ph']",9.0,4.0,2,11,2006,8,18
quant-ph/0607134v1,2006-07-19T20:07:45Z,2006-07-19T20:07:45Z,"White noise approach to the low density limit of a quantum particle in a
  gas","  The white noise approach to the investigation of the dynamics of a quantum
particle interacting with a dilute and in general non-equilibrium gaseous
environment in the low density limit is outlined. The low density limit is the
kinetic Markovian regime when only pair collisions (i.e., collisions of the
test particle with one particle of the gas at one time moment) contribute to
the dynamics. In the white noise approach one first proves that the appropriate
operators describing the gas converge in the sense of appropriate matrix
elements to certain operators of quantum white noise. Then these white noise
operators are used to derive quantum white noise and quantum stochastic
equations describing the approximate dynamics of the total system consisting of
the particle and the gas. The derivation is given ab initio, starting from the
exact microscopic quantum dynamics. The limiting dynamics is described by a
quantum stochastic equation driven by a quantum Poisson process. This equation
then applied to the derivation of quantum Langevin equation and linear
Boltzmann equation for the reduced density matrix of the test particle. The
first part of the paper describes the approach which was developed by L.
Accardi, I.V. Volovich and the author and uses the Fock-antiFock (or GNS)
representation for the CCR algebra of the gas. The second part presents the
approach to the derivation of the limiting equations directly in terms of the
correlation functions, without use of the Fock-antiFock representation. This
approach simplifies the derivation and allows to express the strength of the
quantum number process directly in terms of the one-particle $S$-matrix.
",['Alexander Pechen'],This preprint is a minor modification of the published paper,"['quant-ph', 'math-ph', 'math.MP']",,,1,15,2006,7,19
hep-th/0605036v1,2006-05-03T10:21:34Z,2006-05-03T10:21:34Z,Quantum Fields on Star Graphs,"  We construct canonical quantum fields which propagate on a star graph
modeling a quantum wire. The construction uses a deformation of the algebra of
canonical commutation relations, encoding the interaction in the vertex of the
graph. We discuss in this framework the Casimir effect and derive the
correction to the Stefan-Boltzmann law induced by the vertex interaction. We
also generalize the algebraic setting for covering systems with integrable bulk
interactions and solve the quantum non-linear Schroedinger model on a star
graph.
","['B. Bellazzini', 'M. Mintchev']","LaTex 23+1 pages, 4 figures","['hep-th', 'cond-mat.mes-hall', 'math-ph', 'math.MP', 'nlin.SI', 'quant-ph']",24.0,4.0,2,5,2006,5,3
quant-ph/0604018v1,2006-04-04T23:24:00Z,2006-04-04T23:24:00Z,Quantum Reversibility and Echoes in Interacting Systems,"  In Echo experiments, imperfect time-reversal operations are performed on a
subset of the total number of degrees of freedom. To capture the physics of
these experiments, we introduce a partial fidelity, the Boltzmann echo, where
only part of the system's degrees of freedom can be time-reversed. We present a
semiclassical calculation of the Boltzmann echo. We show that, as the
time-reversal operation is performed more and more accurately, the decay rate
of the Boltzmann echo saturates at a value given by the decoherence rate of the
controlled degrees of freedom due to their coupling to uncontrolled ones. We
connect these results with NMR spin echo experiments.
","['Cyril Petitjean', 'Philippe Jacquod']","4 pages, one figure in .eps format","['quant-ph', 'cond-mat.mes-hall', 'physics.optics']",4.0,,2,7,2006,4,4
quant-ph/0512192v1,2005-12-22T19:39:38Z,2005-12-22T19:39:38Z,"A Stochastic Hamiltonian Approach for Quantum Jumps, Spontaneous
  Localizations, and Continuous Trajectories","  We give an explicit stochastic Hamiltonian model of discontinuous unitary
evolution for quantum spontaneous jumps like in a system of atoms in quantum
optics, or in a system of quantum particles that interacts singularly with
""bubbles"" which admit a continual counting observation. This model allows to
watch a quantum trajectory in a photodetector or in a cloud chamber by
spontaneous localisations of the momentums of the scattered photons or bubbles.
Thus, the continuous reduction and spontaneous localization theory is obtained
from a Hamiltonian singular interaction as a result of quantum filtering, i.e.,
a sequential time continuous conditioning of an input quantum process by the
output measurement data. We show that in the case of indistinguishable
particles or atoms the a posteriori dynamics is mixing, giving rise to an
irreversible Boltzmann-type reduction equation. The latter coincides with the
nonstochastic Schroedinger equation only in the mean field approximation,
whereas the central limit yelds Gaussian mixing fluctuations described by a
quantum state reduction equation of diffusive type.
","['V. P. Belavkin', 'O. Melsheimer']","32 pages. See also related papers at
  http://www.maths.nott.ac.uk/personal/vpb/vpb_publications.html and
  http://www.maths.nott.ac.uk/personal/vpb/research/fil_con.html",['quant-ph'],32.0,,2,12,2005,12,22
cond-mat/0510433v1,2005-10-17T13:08:33Z,2005-10-17T13:08:33Z,Quantum Theory of Irreversibility,"  A generalization of the Gibbs-von Neumann relative entropy is proposed based
on the quantum BBGKY [Bogolyubov-Born-Green-Kirkwood-Yvon] hierarchy as the
nonequilibrium entropy for an N-body system. By using a generalization of the
Liouville-von Neumann equation describing the evolution of a density super-
operator, it is demonstrated that the entropy production for an isolated system
is non-negative, which provides an arrow of time. Moreover, following the
procedure of non-equilibrium thermodynamics a master matrix is introduced for
which a mi- croscopic expression is obtained. Then, the quantum Boltzmann
equation is derived in terms of a transition superoperator related to that
master matrix.
",['A. Perez-Madrid'],,"['cond-mat.stat-mech', 'quant-ph']",,,1,4,2005,10,17
quant-ph/0506244v2,2005-09-01T17:41:21Z,2005-06-28T22:32:57Z,Type-II Quantum Algorithms,"  We review and analyze the hybrid quantum-classical NMR computing methodology
referred to as Type-II quantum computing. We show that all such algorithms
considered so far within this paradigm are equivalent to some classical
lattice-Boltzmann scheme. We derive a sufficient and necessary constraint on
the unitary operator representing the quantum mechanical part of the
computation which ensures that the model reproduces the Boltzmann approximation
of a lattice-gas model satisfying semi-detailed balance. Models which do not
satisfy this constraint represent new lattice-Boltzmann schemes which cannot be
formulated as the average over some underlying lattice gas. We close the paper
with some discussion of the strengths, weaknesses and possible future direction
of Type-II quantum computing.
","['Peter J. Love', 'Bruce M. Boghosian']",To appear in Physica A,"['quant-ph', 'cond-mat.stat-mech']",,,2,3,2005,6,28
cond-mat/0408357v2,2005-07-11T15:47:07Z,2004-08-16T18:37:16Z,"An intrinsic limit to quantum coherence due to spontaneous symmetry
  breaking","  We investigate the influence of spontaneous symmetry breaking on the
decoherence of a many-particle quantum system. This decoherence process is
analyzed in an exactly solvable model system that is known to be representative
of symmetry broken macroscopic systems in equilibrium. It is shown that
spontaneous symmetry breaking imposes a fundamental limit to the time that a
system can stay quantum coherent. This universal timescale is $t_{spon} \simeq
2\pi N \hbar / (k_B T)$, given in terms of the number of microscopic degrees of
freedom $N$, temperature $T$, and the constants of Planck ($\hbar$) and
Boltzmann ($k_B$).
","['Jasper van Wezel', 'Jeroen van den Brink', 'Jan Zaanen']","4 pages, 3 figures","['cond-mat.str-el', 'cond-mat.stat-mech', 'quant-ph']",4.0,3.0,3,11,2004,8,16
quant-ph/0503113v1,2005-03-11T19:21:14Z,2005-03-11T19:21:14Z,Micro-Anthropic Principle for Quantum theory,"  Probabilistic models (developped by workers such as Boltzmann, on foundations
due to pioneers such as Bayes) were commonly regarded merely as approximations
to a deterministic reality before the roles were reversed by the quantum
revolution (under the leadership of Heisenberg and Dirac) whereby it was the
deterministic description that was reduced to the status of an approximation,
while the role of the observer became particularly prominent. The concomitant
problem of lack of objectivity in the original Copenhagen interpretation has
not been satisfactorily resolved in newer approaches of the kind pioneered by
Everett. The deficiency of such interpretations is attributable to failure to
allow for the anthropic aspect of the problem, meaning {\it a priori}
uncertainty about the identity of the observer. The required reconciliation of
subjectivity with objectivity is achieved here by distinguishing the concept of
an observer from that of a perceptor, whose chances of identification with a
particular observer need to be prescribed by a suitable anthropic principle. It
is proposed that this should be done by an entropy ansatz according to which
the relevant micro-anthropic weighting is taken to be proportional to the
logarithm of the relevant number of Everett type branch-channels.
",['Brandon Carter'],"29 pages Latex, 1 figure. Contribution to `Universe or Multiverse?'
  ed. B.J. Carr, for Cambridge U.P","['quant-ph', 'hep-th']",29.0,1.0,1,5,2005,3,11
quant-ph/0411169v1,2004-11-23T14:35:11Z,2004-11-23T14:35:11Z,Quantum mechanics as a result of time broadening of the classical object,"  It is shown that the Schrodinger equation is a byproduct of more
deterministic Boltzmann-like equation. All physical information is derived from
the solution of this equation, which is a function of space and momentum. The
additional terms in this equation, when compared with the classical Boltzmann
equation, asserts that the particle should be broadened over the time axis,
i.e., it is partly present at the past, the present, and the future. The
solution of this equation itself is nonlocal. This solution requires an
especial time coordinate that is different from the usual time parameter
entering into the formalism of quantum mechanics. This time coordinate is
hidden in the structure of wave function. It is substantiated that the mixed
state is a natural result of time broadening. Furthermore, the interaction
between an object that is broadened in time and an observer that has a very
narrow time-width leads to the collapse of wave function.
",['A. M. Ghorbanzadeh'],"14 pages, 1 figure",['quant-ph'],14.0,1.0,1,12,2004,11,23
quant-ph/0309155v2,2004-09-26T11:39:45Z,2003-09-21T08:37:54Z,"Operator Method for Nonperturbative Calculation of the Thermodynamic
  Values in Quantum Statistics. Diatomic Molecular Gas","  Operator method and cumulant expansion are used for nonperturbative
calculation of the partition function and the free energy in quantum
statistics. It is shown for Boltzmann diatomic molecular gas with some model
intermolecular potentials that the zeroth order approximation of the proposed
method interpolates the thermodynamic values with rather good accuracy in the
entire range of both the Hamiltonian parameters and temperature. The systematic
procedure for calculation of the corrections to the zeroth order approximation
is also considered.
","['I. D. Feranchuk', 'A. A. Ivanov']","22 pages, 7 Postscript figures, accepted for publication in Journal
  of Physics A",['quant-ph'],22.0,,2,15,2003,9,21
hep-th/0405235v2,2004-07-11T17:45:55Z,2004-05-26T11:12:47Z,High-Order Corrections to the Entropy and Area of Quantum Black Holes,"  The celebrated area-entropy formula for black holes has provided the most
important clue in the search for the elusive theory of quantum gravity. We
explore the possibility that the (linear) area-entropy relation acquires some
smaller corrections. Using the Boltzmann-Einstein formula, we rule out the
possibility for a power-law correction, and provide severe constraints on the
coefficient of a possible log-area correction. We argue that a non-zero
logarithmic correction to the area-entropy relation, would also imply a
modification of the area-mass relation for quantum black holes.
",['Shahar Hod'],3 pages,"['hep-th', 'astro-ph', 'cond-mat.other', 'gr-qc', 'quant-ph']",3.0,,1,11,2004,5,26
quant-ph/0401021v2,2004-05-24T06:13:10Z,2004-01-06T12:38:46Z,The information entropy of quantum mechanical states,"  It is well known that a Shannon based definition of information entropy leads
in the classical case to the Boltzmann entropy. It is tempting to regard the
Von Neumann entropy as the corresponding quantum mechanical definition. But the
latter is problematic from quantum information point of view. Consequently we
introduce a new definition of entropy that reflects the inherent uncertainty of
quantum mechanical states. We derive for it an explicit expression, and discuss
some of its general properties. We distinguish between the minimum uncertainty
entropy of pure states, and the excess statistical entropy of mixtures.
","['Alexander Stotland', 'Andrei A. Pomeransky', 'Eitan Bachmat', 'Doron Cohen']","7 pages, 1 figure","['quant-ph', 'cond-mat', 'math-ph', 'math.MP']",7.0,1.0,4,7,2004,1,6
quant-ph/0312145v1,2003-12-16T16:49:25Z,2003-12-16T16:49:25Z,"Quantum and classical features in the explanation of collisional
  decoherence","  A most simple theoretical argument is given in order to explain the
quantitative estimate of the effect of collisional decoherence in matter-wave
interferometry. The argument highlights the relevance of quantum and classical
features in the description of the phenomenon, showing in particular the
connection between the formula used for the experimental fit and the loss term
in the classical linear Boltzmann equation.
",['B. Vacchini'],"4 pages, latex, no figures, to appear in J. Mod. Opt",['quant-ph'],4.0,,1,10,2003,12,16
quant-ph/0210092v1,2002-10-11T22:29:54Z,2002-10-11T22:29:54Z,An efficient quantum algorithm for the one-dimensional Burgers equation,"  We analyze one-dimensional classical and quantum microscopic lattice-gas
models governed by a lattice Boltzmann equation at the mesoscopic scale,
achieved by ensemble averaging over microscopic realizations. The models are
governed by the Burgers equation at the macroscopic scale, achieved by taking
the limit where the grid size and time step both approach zero and by
performing a perturbative Chapman-Enskog expansion. The quantum algorithm
exploiting superposition and entanglement is more efficient than the classical
one because the quantum algorithm requires less memory. Furthermore, its
viscosity can be made arbitrarily small.
",['Jeffrey Yepez'],"4 pages, 2 figures",['quant-ph'],4.0,2.0,1,9,2002,10,11
